"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft"
"7694",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",468,4,NA,"B3","415 LIVERMORE AVENUE"," ",10314,"2","0","2","6000","2286",1925,1,"B3"," $565,000 ","12/20/16",565000,2286,6000
"7695",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",468,40,NA,"B1","80 HARVEY AVENUE"," ",10314,"2","0","2","4000","1964",1970,1,"B1"," $575,000 ","8/17/16",575000,1964,4000
"7696",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",474,7,NA,"B2","2309 VICTORY BOULEVARD"," ",10314,"2","0","2","5852","3200",1986,1,"B2"," $615,000 ","2/12/16",615000,3200,5852
"7697",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",477,42,NA,"B2","323 STEWART AVENUE"," ",10314,"2","0","2","4000","2616",2015,1,"B2"," $845,147 ","10/27/16",845147,2616,4000
"7698",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",477,44,NA,"B2","319 STEWART AVENUE"," ",10314,"2","0","2","4000","2616",2015,1,"B2"," $875,695 ","10/7/16",875695,2616,4000
"7699",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",477,71,NA,"B1","224 BRYSON AVENUE"," ",10314,"2","0","2","6000","1904",1955,1,"B1"," $10 ","8/3/16",10,1904,6000
"7700",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",478,1,NA,"B3","275 CASWELL AVENUE"," ",10314,"2","0","2","7200","1315",1955,1,"B3"," $350,000 ","5/2/16",350000,1315,7200
"7701",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",479,35,NA,"B2","317 COLLFIELD AVENUE"," ",10314,"2","0","2","4000","2080",1955,1,"B2"," $-   ","11/15/16",NA,2080,4000
"7702",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",480,72,NA,"B2","360 COLLFIELD AVENUE"," ",10314,"2","0","2","8000","1999",1955,1,"B2"," $559,000 ","6/3/16",559000,1999,8000
"7703",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",481,4,NA,"B2","2405 VICTORY BOULEVARD"," ",10314,"2","0","2","4000","2075",1975,1,"B2"," $550,000 ","7/13/16",550000,2075,4000
"7704",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1435,75,NA,"B2","63 WILLOWBROOK ROAD"," ",10302,"2","0","2","7242","1806",1925,1,"B2"," $242,500 ","12/23/16",242500,1806,7242
"7705",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1435,79,NA,"B2","55 WILLOWBROOK ROAD"," ",10302,"2","0","2","6300","1806",1925,1,"B2"," $242,500 ","12/23/16",242500,1806,6300
"7706",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1435,198,NA,"B2","90 GALLOWAY AVENUE"," ",10302,"2","0","2","4520","2586",1970,1,"B2"," $354,535 ","2/9/16",354535,2586,4520
"7707",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1438,15,NA,"B3","20 ARNPRIOR STREET"," ",10302,"2","0","2","4000","1883",1930,1,"B3"," $-   ","2/4/16",NA,1883,4000
"7708",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1438,26,NA,"B2","49 WILLOWBROOK ROAD"," ",10302,"2","0","2","4200","2340",1965,1,"B2"," $-   ","2/12/16",NA,2340,4200
"7709",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1438,26,NA,"B2","49 WILLOWBROOK ROAD"," ",10302,"2","0","2","4200","2340",1965,1,"B2"," $-   ","2/12/16",NA,2340,4200
"7710",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1440,68,NA,"B2","36 BRYSON AVENUE"," ",10302,"2","0","2","4085","1568",1950,1,"B2"," $-   ","11/14/16",NA,1568,4085
"7711",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1455,12,NA,"B2","93 GLASCOE AVENUE"," ",10314,"2","0","2","4120","2000",1980,1,"B2"," $740,000 ","10/19/16",740000,2000,4120
"7712",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1478,200,NA,"B2","103 VEDDER AVENUE"," ",10302,"2","0","2","4704","2128",1965,1,"B2"," $650,000 ","9/22/16",650000,2128,4704
"7713",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1478,204,NA,"B2","97 VEDDER AVENUE"," ",10302,"2","0","2","5292","2128",1965,1,"B2"," $510,000 ","3/7/16",510000,2128,5292
"7714",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1478,344,NA,"B2","47 WILLOWBROOK COURT"," ",10302,"2","0","2","4640","2400",1973,1,"B2"," $621,000 ","2/25/16",621000,2400,4640
"7715",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1483,24,NA,"B2","51 JAFFE STREET"," ",10314,"2","0","2","4800","2268",1920,1,"B2"," $243,500 ","11/3/16",243500,2268,4800
"7716",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1483,24,NA,"B2","51 JAFFE STREET"," ",10314,"2","0","2","4800","2268",1920,1,"B2"," $-   ","11/3/16",NA,2268,4800
"7717",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1483,38,NA,"B2","127 LEVIT AVENUE"," ",10314,"2","0","2","5150","2268",1970,1,"B2"," $690,000 ","12/20/16",690000,2268,5150
"7718",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1484,1,NA,"B2","104 LEVIT AVENUE"," ",10314,"2","0","2","5000","2240",1970,1,"B2"," $650,000 ","12/7/16",650000,2240,5000
"7719",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1485,132,NA,"B2","23 EAGLE ROAD"," ",10314,"2","0","2","4200","1344",1970,1,"B2"," $585,000 ","11/22/16",585000,1344,4200
"7720",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1501,178,NA,"B2","147 WOODBINE AVENUE"," ",10314,"2","0","2","4000","2076",1970,1,"B2"," $490,000 ","1/4/17",490000,2076,4000
"7721",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1501,324,NA,"B2","158 WOODBINE AVENUE"," ",10314,"2","0","2","4100","2340",1970,1,"B2"," $50,000 ","11/1/16",50000,2340,4100
"7722",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1504,19,NA,"B2","189 AUBURN AVENUE"," ",10314,"2","0","2","6000","3536",1950,1,"B2"," $820,000 ","2/17/16",820000,3536,6000
"7723",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1504,25,NA,"B2","165 HAWTHORNE AVENUE"," ",10314,"2","0","2","7420","2002",1970,1,"B2"," $-   ","2/22/16",NA,2002,7420
"7724",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1504,138,NA,"B2","376 CASWELL AVENUE"," ",10314,"2","0","2","4000","2648",1970,1,"B2"," $725,000 ","12/13/16",725000,2648,4000
"7725",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1504,160,NA,"B2","330 CASWELL AVENUE"," ",10314,"2","0","2","6080","2780",1970,1,"B2"," $-   ","6/13/16",NA,2780,6080
"7726",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1504,162,NA,"B2","326 CASWELL AVENUE"," ",10314,"2","0","2","5760","2700",1970,1,"B2"," $168,750 ","6/8/16",168750,2700,5760
"7727",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1508,170,NA,"B2","33 TREMONT AVENUE"," ",10314,"2","0","2","4800","2464",1965,1,"B2"," $712,500 ","3/8/16",712500,2464,4800
"7728",5,"WESTERLEIGH","02 TWO FAMILY DWELLINGS                    ","1",1520,20,NA,"B2","21 MONTAUK PLACE"," ",10314,"2","0","2","4800","2120",1965,1,"B2"," $-   ","2/2/16",NA,2120,4800
"7729",5,"WESTERLEIGH","03 THREE FAMILY DWELLINGS                  ","1",476,1,NA,"C0","221 CASWELL AVENUE"," ",10314,"3","0","3","6840","1495",1925,1,"C0"," $-   ","5/24/16",NA,1495,6840
"7730",5,"WESTERLEIGH","04 TAX CLASS 1 CONDOS                      "," ",1478,1001,NA," ","110 WILLOWBROOK ROAD"," ",10302,"0","0","0","0","0",0,1,"R3"," $534,581 ","7/21/16",534581,0,0
"7731",5,"WESTERLEIGH","04 TAX CLASS 1 CONDOS                      "," ",1478,1004,NA," ","114 WILLOWBROOK ROAD"," ",10302,"0","0","0","0","0",0,1,"R3"," $534,581 ","9/22/16",534581,0,0
"7732",5,"WESTERLEIGH","04 TAX CLASS 1 CONDOS                      ","1A",1485,1012,NA,"R3","17B YAFA COURT","17B",10314,"1","0","1","0","0",1988,1,"R3"," $350,000 ","12/30/16",350000,0,0
"7733",5,"WESTERLEIGH","04 TAX CLASS 1 CONDOS                      ","1A",1525,1034,NA,"R3","434 CASWELL AVENUE","2",10314,"1","0","1","0","0",1977,1,"R3"," $305,000 ","7/26/16",305000,0,0
"7734",5,"WESTERLEIGH","04 TAX CLASS 1 CONDOS                      ","1A",1525,1041,NA,"R3","432 CASWELL AVENUE","1",10314,"1","0","1","0","0",1977,1,"R3"," $302,500 ","2/5/16",302500,0,0
"7735",5,"WESTERLEIGH","04 TAX CLASS 1 CONDOS                      ","1A",1525,1075,NA,"R3","441 WILLOW ROAD EAST","1",10314,"1","0","1","0","0",1977,1,"R3"," $322,000 ","6/2/16",322000,0,0
"7736",5,"WESTERLEIGH","04 TAX CLASS 1 CONDOS                      ","1A",1525,1107,NA,"R3","459 WILLOW ROAD EAST","2",10314,"1","0","1","0","0",1977,1,"R3"," $305,000 ","12/22/16",305000,0,0
"7737",5,"WESTERLEIGH","04 TAX CLASS 1 CONDOS                      ","1A",1525,1120,NA,"R3","485 WILLOW ROAD EAST"," ",10314,"1","0","1","0","0",1977,1,"R3"," $295,000 ","6/20/16",295000,0,0
"7738",5,"WESTERLEIGH","04 TAX CLASS 1 CONDOS                      ","1A",1525,1127,NA,"R3","481 WILLOW ROAD EAST","2",10314,"1","0","1","0","0",1977,1,"R3"," $37,000 ","2/9/16",37000,0,0
"7739",5,"WESTERLEIGH","04 TAX CLASS 1 CONDOS                      ","1A",1525,1136,NA,"R3","499 WILLOW ROAD EAST","2",10314,"1","0","1","0","0",1978,1,"R3"," $299,000 ","2/3/16",299000,0,0
"7740",5,"WESTERLEIGH","04 TAX CLASS 1 CONDOS                      ","1A",1525,1138,NA,"R3","495 WILLOW ROAD EAST","2",10314,"1","0","1","0","0",1978,1,"R3"," $319,000 ","11/21/16",319000,0,0
"7741",5,"WESTERLEIGH","04 TAX CLASS 1 CONDOS                      ","1A",1525,1157,NA,"R3","537 WILLOW ROAD EAST","1",10314,"1","0","1","0","0",1978,1,"R3"," $324,379 ","4/29/16",324379,0,0
"7742",5,"WESTERLEIGH","05 TAX CLASS 1 VACANT LAND                 ","1B",391,282,NA,"V0","LIVERMORE AVENUE"," ",10302,"0","0","0","4190","0",0,1,"V0"," $300,000 ","5/19/16",3e+05,0,4190
"7743",5,"WESTERLEIGH","05 TAX CLASS 1 VACANT LAND                 ","1B",458,120,NA,"V0","MARBLE STREET"," ",0,"0","0","0","650","0",0,1,"V0"," $-   ","3/1/16",NA,0,650
"7744",5,"WESTERLEIGH","05 TAX CLASS 1 VACANT LAND                 ","1B",475,97,NA,"V0","CRYSTAL AVENUE"," ",0,"0","0","0","4000","0",0,1,"V0"," $-   ","4/18/16",NA,0,4000
"7745",5,"WESTERLEIGH","05 TAX CLASS 1 VACANT LAND                 ","1B",1524,22,NA,"V0","CAMBRIDGE AVENUE"," ",0,"0","0","0","4000","0",0,1,"V0"," $-   ","7/6/16",NA,0,4000
"7746",5,"WESTERLEIGH","06 TAX CLASS 1 - OTHER                     ","1",422,9,NA,"G0","217 WARDWELL AVENUE"," ",10314,"0","0","0","3000","0",1950,1,"G0"," $-   ","8/25/16",NA,0,3000
"7747",5,"WESTERLEIGH","07 RENTALS - WALKUP APARTMENTS             ","2A",1435,62,NA,"C4","1578 FOREST AVENUE"," ",10302,"4","1","5","1820","3480",1931,2,"C4"," $-   ","11/7/16",NA,3480,1820
"7748",5,"WESTERLEIGH","14 RENTALS - 4-10 UNIT                     ","2A",390,10,NA,"S9","1396 FOREST AVENUE"," ",10302,"2","2","4","3354","3320",1931,2,"S9"," $1,800,000 ","11/10/16",1800000,3320,3354
"7749",5,"WESTERLEIGH","21 OFFICE BUILDINGS                        ","4",476,52,NA,"O1","201 BRYSON AVENUE"," ",10314,"0","1","1","6540","2845",1955,4,"O7"," $800,000 ","11/18/16",8e+05,2845,6540
"7750",5,"WESTERLEIGH","22 STORE BUILDINGS                         ","4",386,26,NA,"K4","1324 FOREST AVENUE"," ",10302,"1","1","2","4750","4081",1931,4,"K4"," $724,000 ","3/23/16",724000,4081,4750
"7751",5,"WESTERLEIGH","22 STORE BUILDINGS                         ","4",390,9,NA,"K2","1400 FOREST AVENUE"," ",10302,"0","2","2","2260","2200",1931,4,"K2"," $-   ","11/10/16",NA,2200,2260
"7752",5,"WESTERLEIGH","22 STORE BUILDINGS                         ","4",1435,63,NA,"K4","1576 FOREST AVENUE"," ",10302,"1","1","2","1820","2541",1931,4,"K4"," $-   ","11/7/16",NA,2541,1820
"7753",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",729,28,NA,"A2","92 MANN AVENUE"," ",10314,"1","0","1","4000","940",1955,1,"A2"," $449,900 ","7/21/16",449900,940,4000
"7754",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",730,24,NA,"A2","134 BYRNE AVENUE"," ",10314,"1","0","1","4000","990",1955,1,"A2"," $569,000 ","10/28/16",569000,990,4000
"7755",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",732,64,NA,"A2","221 BYRNE AVENUE"," ",10314,"1","0","1","4100","1092",1955,1,"A2"," $-   ","2/11/16",NA,1092,4100
"7756",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",733,1,NA,"A2","141 KELL AVENUE"," ",10314,"1","0","1","8700","1642",1960,1,"A2"," $800,000 ","10/21/16",8e+05,1642,8700
"7757",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",733,33,NA,"A2","254 BYRNE AVENUE"," ",10314,"1","0","1","4242","1040",1955,1,"A2"," $490,000 ","10/21/16",490000,1040,4242
"7758",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",734,45,NA,"A1","253 PURDY AVENUE"," ",10314,"1","0","1","4000","1764",1950,1,"A1"," $-   ","10/31/16",NA,1764,4000
"7759",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",734,162,NA,"A5","483 INGRAM AVENUE"," ",10314,"1","0","1","2500","1960",2011,1,"A5"," $550,000 ","10/14/16",550000,1960,2500
"7760",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",735,21,NA,"A5","486 INGRAM AVENUE"," ",10314,"1","0","1","2470","1440",1970,1,"A5"," $650,000 ","9/8/16",650000,1440,2470
"7761",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",735,21,NA,"A5","486 INGRAM AVENUE"," ",10314,"1","0","1","2470","1440",1970,1,"A5"," $-   ","9/8/16",NA,1440,2470
"7762",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",735,126,NA,"A9","61 CARMEL AVENUE"," ",10314,"1","0","1","2755","1070",1970,1,"A9"," $495,000 ","8/22/16",495000,1070,2755
"7763",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",735,164,NA,"A2","22 CARMEL AVENUE"," ",10314,"1","0","1","4800","840",1950,1,"A1"," $712,673 ","9/22/16",712673,840,4800
"7764",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",735,164,NA,"A2","22 CARMEL AVENUE"," ",10314,"1","0","1","4800","840",1950,1,"A2"," $252,500 ","2/11/16",252500,840,4800
"7765",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",737,29,NA,"A2","184 KELL AVENUE"," ",10314,"1","0","1","5000","888",1960,1,"A2"," $-   ","12/28/16",NA,888,5000
"7766",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",737,61,NA,"A9","551 INGRAM AVENUE"," ",10314,"1","0","1","2700","1120",1965,1,"A9"," $530,000 ","8/26/16",530000,1120,2700
"7767",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",740,3,NA,"A1","2268 VICTORY BOULEVARD"," ",10314,"1","0","1","2254","1768",1978,1,"A1"," $385,000 ","3/8/16",385000,1768,2254
"7768",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",740,17,NA,"A2","22 SHERADEN AVENUE"," ",10314,"1","0","1","4000","1150",1960,1,"A2"," $425,500 ","2/2/16",425500,1150,4000
"7769",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",740,27,NA,"A2","42 SHERADEN AVENUE"," ",10314,"1","0","1","4000","1961",1960,1,"A2"," $370,000 ","6/7/16",370000,1961,4000
"7770",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",742,24,NA,"A9","38 MARTIN AVENUE"," ",10314,"1","0","1","3083","1512",1960,1,"A9"," $-   ","7/29/16",NA,1512,3083
"7771",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",743,20,NA,"A2","98 SHERADEN AVENUE"," ",10314,"1","0","1","4000","1778",1960,1,"A2"," $640,000 ","11/29/16",640000,1778,4000
"7772",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",743,71,NA,"A5","67 ARDMORE AVENUE"," ",10314,"1","0","1","2600","1050",1960,1,"A5"," $415,000 ","6/9/16",415000,1050,2600
"7773",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",745,29,NA,"A2","114 MARTIN AVENUE"," ",10314,"1","0","1","4000","1056",1950,1,"A2"," $505,000 ","3/7/16",505000,1056,4000
"7774",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",745,31,NA,"A5","116 MARTIN AVENUE"," ",10314,"1","0","1","2000","1200",2007,1,"A5"," $485,369 ","9/19/16",485369,1200,2000
"7775",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",745,54,NA,"A2","599 WOOLLEY AVENUE"," ",10314,"1","0","1","4000","912",1950,1,"A2"," $390,000 ","5/26/16",390000,912,4000
"7776",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",745,66,NA,"A2","575 WOOLLEY AVENUE"," ",10314,"1","0","1","4000","1032",1950,1,"A2"," $10 ","7/7/16",10,1032,4000
"7777",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",746,39,NA,"A2","27 CRAFTON AVENUE"," ",10314,"1","0","1","4000","934",1930,1,"A2"," $-   ","7/6/16",NA,934,4000
"7778",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",748,12,NA,"A1","572 WOOLLEY AVENUE"," ",10314,"1","0","1","4000","1104",1950,1,"A1"," $455,000 ","5/4/16",455000,1104,4000
"7779",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",748,18,NA,"A2","586 WOOLLEY AVENUE"," ",10314,"1","0","1","5000","1080",1955,1,"A2"," $400,000 ","4/6/16",4e+05,1080,5000
"7780",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",748,23,NA,"A1","592 WOOLLEY AVENUE"," ",10314,"1","0","1","2000","1788",2015,1,"A1"," $446,160 ","2/10/16",446160,1788,2000
"7781",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",748,24,NA,"A1","594 WOOLLEY AVENUE"," ",10314,"1","0","1","2000","1788",2015,1,"A1"," $446,160 ","3/4/16",446160,1788,2000
"7782",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",748,57,NA,"A2","105 CRAFTON AVENUE"," ",10314,"1","0","1","4000","828",1935,1,"A2"," $350,000 ","12/19/16",350000,828,4000
"7783",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",748,59,NA,"A2","99 CRAFTON AVENUE"," ",10314,"1","0","1","6000","1072",1960,1,"A2"," $-   ","8/23/16",NA,1072,6000
"7784",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",749,32,NA,"A5","124 CRAFTON AVENUE"," ",10314,"1","0","1","3000","2060",2005,1,"A5"," $450,000 ","12/1/16",450000,2060,3000
"7785",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",749,65,NA,"A1","87 WOODWARD AVENUE"," ",10314,"1","0","1","6000","1356",1955,1,"A1"," $-   ","3/2/16",NA,1356,6000
"7786",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",751,105,NA,"A2","459 DECATUR AVENUE"," ",10314,"1","0","1","5712","960",1955,1,"A2"," $480,000 ","11/2/16",480000,960,5712
"7787",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",751,109,NA,"A2","451 DECATUR AVENUE"," ",10314,"1","0","1","5796","960",1955,1,"A2"," $485,000 ","2/18/16",485000,960,5796
"7788",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",773,34,NA,"A1","233 KELL AVENUE"," ",10314,"1","0","1","4030","1965",1965,1,"A1"," $600,000 ","7/25/16",6e+05,1965,4030
"7789",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",773,47,NA,"A2","211 KELL AVENUE"," ",10314,"1","0","1","4040","1965",1965,1,"A2"," $480,000 ","5/24/16",480000,1965,4040
"7790",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",774,18,NA,"A5","77 ROOSEVELT AVENUE"," ",10314,"1","0","1","2230","1206",2014,1,"A5"," $-   ","4/26/16",NA,1206,2230
"7791",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",774,47,NA,"A5","19 ROOSEVELT AVENUE"," ",10314,"1","0","1","3560","1260",2003,1,"A5"," $470,000 ","6/21/16",470000,1260,3560
"7792",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",774,48,NA,"A5","17 ROOSEVELT AVENUE"," ",10314,"1","0","1","2000","1400",2002,1,"A5"," $434,000 ","3/21/16",434000,1400,2000
"7793",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",775,22,NA,"A2","399 BUCHANAN AVENUE"," ",10314,"1","0","1","3920","2016",1970,1,"A2"," $574,000 ","6/27/16",574000,2016,3920
"7794",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",776,6,NA,"A5","11 FILLMORE AVENUE"," ",10314,"1","0","1","2600","1568",1980,1,"A5"," $630,000 ","12/12/16",630000,1568,2600
"7795",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",776,50,NA,"A5","347 KELL AVENUE"," ",10314,"1","0","1","2610","1650",1980,1,"A5"," $495,000 ","2/8/16",495000,1650,2610
"7796",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",776,69,NA,"A5","311 KELL AVENUE"," ",10314,"1","0","1","3072","1536",1980,1,"A5"," $445,000 ","3/25/16",445000,1536,3072
"7797",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",778,86,NA,"A5","426 SOUTH GANNON AVENUE"," ",10314,"1","0","1","2834","1296",1970,1,"A5"," $460,000 ","9/21/16",460000,1296,2834
"7798",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",778,87,NA,"A5","422 SOUTH GANNON AVENUE"," ",10314,"1","0","1","2834","1296",1970,1,"A5"," $454,000 ","3/30/16",454000,1296,2834
"7799",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",779,73,NA,"A2","163 SHERADEN AVENUE"," ",10314,"1","0","1","4000","2272",1970,1,"A2"," $585,000 ","2/16/16",585000,2272,4000
"7800",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",780,54,NA,"A1","259 KELL AVENUE"," ",10314,"1","0","1","3933","1109",1930,1,"A1"," $463,500 ","3/3/16",463500,1109,3933
"7801",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",781,16,NA,"A1","692 HARRIS AVENUE"," ",10314,"1","0","1","4000","2432",1970,1,"A1"," $675,000 ","8/31/16",675000,2432,4000
"7802",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",781,72,NA,"A1","263 WARWICK AVENUE"," ",10314,"1","0","1","4300","2424",1970,1,"A1"," $730,000 ","8/1/16",730000,2424,4300
"7803",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",782,1,NA,"A5","221 SHERADEN AVENUE"," ",10314,"1","0","1","2716","1420",1970,1,"A5"," $-   ","7/5/16",NA,1420,2716
"7804",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",782,11,NA,"A5","228 WARWICK AVENUE"," ",10314,"1","0","1","2678","1420",1970,1,"A5"," $465,000 ","4/14/16",465000,1420,2678
"7805",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",782,72,NA,"A5","1141 WILLOWBROOK ROAD"," ",10314,"1","0","1","2430","1440",1970,1,"A5"," $55,000 ","12/23/16",55000,1440,2430
"7806",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",782,76,NA,"A5","1135 WILLOWBROOK ROAD"," ",10314,"1","0","1","2376","1440",1970,1,"A5"," $525,000 ","9/27/16",525000,1440,2376
"7807",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",782,80,NA,"A5","1125 WILLOWBROOK ROAD"," ",10314,"1","0","1","2403","1440",1970,1,"A5"," $520,000 ","4/4/16",520000,1440,2403
"7808",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",782,90,NA,"A5","1101 WILLOWBROOK ROAD"," ",10314,"1","0","1","2646","1440",1970,1,"A5"," $-   ","6/29/16",NA,1440,2646
"7809",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",784,18,NA,"A2","191 MARTIN AVENUE"," ",10314,"1","0","1","4000","2160",1970,1,"A2"," $720,000 ","9/1/16",720000,2160,4000
"7810",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",784,73,NA,"A1","192 ARDMORE AVENUE"," ",10314,"1","0","1","4000","2440",2003,1,"A1"," $850,000 ","8/23/16",850000,2440,4000
"7811",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",785,6,NA,"A2","653 WOOLLEY AVENUE"," ",10314,"1","0","1","4400","800",1905,1,"A2"," $-   ","4/29/16",NA,800,4400
"7812",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",785,32,NA,"A2","164 MARTIN AVENUE"," ",10314,"1","0","1","4000","2142",1965,1,"A2"," $589,000 ","9/1/16",589000,2142,4000
"7813",5,"WILLOWBROOK","01 ONE FAMILY DWELLINGS                    ","1",787,38,NA,"A2","278 ARDMORE AVENUE"," ",10314,"1","0","1","4100","2180",1965,1,"A2"," $640,000 ","9/20/16",640000,2180,4100
