"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft"
"1",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",5391,9,NA,"A5","4726 AMBOY ROAD"," ",10312," 1 "," -   "," 1 "," 3,067 "," 910 ",2002,1,"A5"," $520,000 ","4/21/16",520000,910,3067
"2",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",5391,30,NA,"A1","1306 ARDEN AVENUE"," ",10312," 1 "," -   "," 1 "," 7,500 "," 1,890 ",1952,1,"A1"," $-   ","5/4/16",NA,1890,7500
"3",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",5395,15,NA,"A1","10 EDWIN STREET"," ",10312," 1 "," -   "," 1 "," 7,000 "," 2,200 ",1980,1,"A1"," $10 ","4/21/16",10,2200,7000
"4",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",5397,60,NA,"A1","33 EYLANDT STREET"," ",10312," 1 "," -   "," 1 "," 10,120 "," 3,516 ",1984,1,"A1"," $-   ","8/10/16",NA,3516,10120
"5",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",5399,26,NA,"A1","235 KOCH BOULEVARD"," ",10312," 1 "," -   "," 1 "," 9,555 "," 1,528 ",1960,1,"A1"," $-   ","2/11/16",NA,1528,9555
"6",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",5406,37,NA,"A1","111 ELMBANK STREET"," ",10312," 1 "," -   "," 1 "," 2,500 "," 1,200 ",1999,1,"A1"," $520,000 ","3/25/16",520000,1200,2500
"7",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",5408,7,NA,"A2","192 BATHGATE STREET"," ",10312," 1 "," -   "," 1 "," 2,500 "," 572 ",1930,1,"A2"," $290,000 ","9/2/16",290000,572,2500
"8",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6205,24,NA,"A5","79 EAGAN AVENUE"," ",10312," 1 "," -   "," 1 "," 1,845 "," 1,854 ",1986,1,"A5"," $425,000 ","7/29/16",425000,1854,1845
"9",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6209,69,NA,"A5","195 MOSELY AVENUE"," ",10312," 1 "," -   "," 1 "," 2,665 "," 1,592 ",2007,1,"A5"," $579,000 ","11/21/16",579000,1592,2665
"10",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6211,4,NA,"A5","35 EAGAN AVENUE"," ",10312," 1 "," -   "," 1 "," 1,508 "," 1,521 ",1986,1,"A5"," $-   ","7/25/16",NA,1521,1508
"11",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6211,15,NA,"A5","17 EAGAN AVENUE"," ",10312," 1 "," -   "," 1 "," 1,508 "," 1,521 ",1986,1,"A5"," $370,000 ","10/14/16",370000,1521,1508
"12",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6212,47,NA,"A5","42 LUCY LOOP"," ",10312," 1 "," -   "," 1 "," 2,700 "," 1,500 ",2000,1,"A5"," $-   ","10/18/16",NA,1500,2700
"13",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6212,50,NA,"A5","36 LUCY LOOP"," ",10312," 1 "," -   "," 1 "," 2,870 "," 1,500 ",2000,1,"A5"," $470,000 ","5/6/16",470000,1500,2870
"14",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6212,59,NA,"A5","91 LORRAINE AVENUE"," ",10312," 1 "," -   "," 1 "," 1,650 "," 1,548 ",2005,1,"A5"," $468,000 ","9/7/16",468000,1548,1650
"15",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6212,154,NA,"A1","121 JEANNETTE AVENUE"," ",10312," 1 "," -   "," 1 "," 4,300 "," 2,500 ",2000,1,"A1"," $750,000 ","7/5/16",750000,2500,4300
"16",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6215,35,NA,"A1","124 FABIAN STREET"," ",10312," 1 "," -   "," 1 "," 7,500 "," 2,864 ",1965,1,"A1"," $685,000 ","10/18/16",685000,2864,7500
"17",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6216,33,NA,"A5","10 EAGAN AVENUE"," ",10312," 1 "," -   "," 1 "," 2,333 "," 1,515 ",1994,1,"A5"," $372,500 ","5/27/16",372500,1515,2333
"18",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6216,35,NA,"A5","14 EAGAN AVENUE"," ",10312," 1 "," -   "," 1 "," 1,333 "," 1,515 ",1994,1,"A5"," $413,000 ","9/9/16",413000,1515,1333
"19",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6216,46,NA,"A5","115 MOSELY AVENUE"," ",10312," 1 "," -   "," 1 "," 2,500 "," 1,472 ",2001,1,"A5"," $-   ","6/28/16",NA,1472,2500
"20",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6219,6,NA,"A5","68 LORRAINE AVENUE"," ",10312," 1 "," -   "," 1 "," 2,584 "," 1,700 ",2004,1,"A5"," $507,500 ","1/13/17",507500,1700,2584
"21",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6219,19,NA,"A5","59 ENDVIEW STREET"," ",10312," 1 "," -   "," 1 "," 1,759 "," 1,700 ",2004,1,"A5"," $529,000 ","1/9/17",529000,1700,1759
"22",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6219,20,NA,"A5","57 ENDVIEW STREET"," ",10312," 1 "," -   "," 1 "," 1,759 "," 1,700 ",2004,1,"A5"," $512,900 ","10/6/16",512900,1700,1759
"23",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6219,22,NA,"A5","53 ENDVIEW STREET"," ",10312," 1 "," -   "," 1 "," 1,759 "," 1,700 ",2004,1,"A5"," $483,000 ","6/30/16",483000,1700,1759
"24",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6219,23,NA,"A5","51 ENDVIEW STREET"," ",10312," 1 "," -   "," 1 "," 1,567 "," 1,700 ",2004,1,"A5"," $477,000 ","6/20/16",477000,1700,1567
"25",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6220,9,NA,"A5","55 BARB STREET"," ",10312," 1 "," -   "," 1 "," 2,575 "," 1,339 ",2004,1,"A5"," $490,000 ","2/24/16",490000,1339,2575
"26",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6220,13,NA,"A5","47 BARB STREET"," ",10312," 1 "," -   "," 1 "," 1,585 "," 1,339 ",2004,1,"A5"," $450,000 ","2/12/16",450000,1339,1585
"27",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6220,21,NA,"A5","29 BARB STREET"," ",10312," 1 "," -   "," 1 "," 1,485 "," 1,339 ",2004,1,"A5"," $-   ","1/6/17",NA,1339,1485
"28",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6220,24,NA,"A5","23 BARB STREET"," ",10312," 1 "," -   "," 1 "," 2,575 "," 1,339 ",2004,1,"A5"," $500,000 ","9/20/16",5e+05,1339,2575
"29",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6220,54,NA,"A5","20 ENDVIEW STREET"," ",10312," 1 "," -   "," 1 "," 1,648 "," 1,344 ",2003,1,"A5"," $275,000 ","3/1/16",275000,1344,1648
"30",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6226,37,NA,"A1","770 ANNADALE ROAD"," ",10312," 1 "," -   "," 1 "," 7,000 "," 1,386 ",1925,1,"A1"," $-   ","7/15/16",NA,1386,7000
"31",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6226,93,NA,"A2","55 JEFFERSON BOULEVARD"," ",10312," 1 "," -   "," 1 "," 3,402 "," 1,360 ",1930,1,"A2"," $442,000 ","11/7/16",442000,1360,3402
"32",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6226,136,NA,"A1","941 CARLTON BOULEVARD"," ",10312," 1 "," -   "," 1 "," 4,785 "," 944 ",1910,1,"A1"," $405,000 ","10/26/16",405000,944,4785
"33",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6227,10,NA,"A2","117 JEFFERSON BOULEVARD"," ",10312," 1 "," -   "," 1 "," 5,000 "," 1,096 ",1965,1,"A2"," $-   ","5/17/16",NA,1096,5000
"34",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6227,33,NA,"A2","146 DETROIT AVENUE"," ",10312," 1 "," -   "," 1 "," 4,000 "," 1,848 ",1965,1,"A2"," $-   ","4/5/16",NA,1848,4000
"35",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6227,37,NA,"A2","138 DETROIT AVENUE"," ",10312," 1 "," -   "," 1 "," 4,000 "," 1,848 ",1965,1,"A2"," $-   ","3/10/16",NA,1848,4000
"36",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6228,25,NA,"A0","158 EDGEGROVE AVENUE"," ",10312," 1 "," -   "," 1 "," 4,000 "," 938 ",1950,1,"A0"," $-   ","5/11/16",NA,938,4000
"37",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6228,27,NA,"A1","154 EDGEGROVE AVENUE"," ",10312," 1 "," -   "," 1 "," 8,000 "," 1,915 ",1935,1,"A1"," $-   ","5/11/16",NA,1915,8000
"38",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6228,61,NA,"A2","147 DETROIT AVENUE"," ",10312," 1 "," -   "," 1 "," 8,000 "," 840 ",1920,1,"A2"," $-   ","5/11/16",NA,840,8000
"39",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6228,61,NA,"A2","147 DETROIT AVENUE"," ",10312," 1 "," -   "," 1 "," 8,000 "," 840 ",1920,1,"A2"," $-   ","4/6/16",NA,840,8000
"40",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6230,37,NA,"A2","624 DRUMGOOLE ROAD EAST"," ",10312," 1 "," -   "," 1 "," 8,000 "," 832 ",1930,1,"A2"," $280,000 ","7/7/16",280000,832,8000
"41",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6232,11,NA,"A1","182 RATHBUN AVENUE"," ",10312," 1 "," -   "," 1 "," 4,000 "," 1,630 ",1960,1,"A1"," $522,500 ","5/9/16",522500,1630,4000
"42",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6233,64,NA,"A2","151 RATHBUN AVENUE"," ",10312," 1 "," -   "," 1 "," 4,000 "," 1,092 ",1960,1,"A2"," $-   ","4/12/16",NA,1092,4000
"43",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6234,45,NA,"A2","578 ARDEN AVENUE"," ",10312," 1 "," -   "," 1 "," 4,200 "," 1,290 ",1935,1,"A2"," $490,000 ","9/26/16",490000,1290,4200
"44",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6235,27,NA,"A2","140 SINCLAIR AVENUE"," ",10312," 1 "," -   "," 1 "," 4,000 "," 1,176 ",1965,1,"A2"," $400,000 ","12/20/16",4e+05,1176,4000
"45",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6236,9,NA,"A1","383 JEFFERSON BOULEVARD"," ",10312," 1 "," -   "," 1 "," 3,960 "," 1,165 ",1940,1,"A1"," $590,000 ","7/22/16",590000,1165,3960
"46",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6236,50,NA,"A2","107 SINCLAIR AVENUE"," ",10312," 1 "," -   "," 1 "," 6,000 "," 2,016 ",1960,1,"A2"," $-   ","6/28/16",NA,2016,6000
"47",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6238,23,NA,"A1","240 CROWN AVENUE"," ",10312," 1 "," -   "," 1 "," 8,000 "," 2,870 ",1975,1,"A1"," $690,000 ","5/27/16",690000,2870,8000
"48",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6239,79,NA,"A2","247 CROWN AVENUE"," ",10312," 1 "," -   "," 1 "," 8,760 "," 1,569 ",1916,1,"A2"," $-   ","2/16/16",NA,1569,8760
"49",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6243,29,NA,"A1","26 SHERIDAN PLACE"," ",10312," 1 "," -   "," 1 "," 5,500 "," 2,736 ",1946,1,"A1"," $690,000 ","4/22/16",690000,2736,5500
"50",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6245,166,NA,"A1","62 HILLIS STREET"," ",10312," 1 "," -   "," 1 "," 4,700 "," 2,560 ",1970,1,"A1"," $555,000 ","2/11/16",555000,2560,4700
"51",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6245,166,NA,"A1","62 HILLIS STREET"," ",10312," 1 "," -   "," 1 "," 4,700 "," 2,560 ",1970,1,"A1"," $-   ","2/11/16",NA,2560,4700
"52",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6245,210,NA,"A2","64 PINE TERRACE"," ",10312," 1 "," -   "," 1 "," 6,080 "," 2,156 ",1960,1,"A2"," $695,000 ","2/1/16",695000,2156,6080
"53",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6246,60,NA,"A1","5031 AMBOY ROAD"," ",10312," 1 "," -   "," 1 "," 9,504 "," 1,572 ",1899,1,"A1"," $-   ","6/8/16",NA,1572,9504
"54",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6247,50,NA,"A1","4 POILLON AVENUE"," ",10312," 1 "," -   "," 1 "," 11,213 "," 2,404 ",1978,1,"A1"," $-   ","4/7/16",NA,2404,11213
"55",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6249,24,NA,"A3","58 TENAFLY PLACE"," ",10312," 1 "," -   "," 1 "," 4,630 "," 2,270 ",2014,1,"A3"," $645,570 ","6/8/16",645570,2270,4630
"56",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6249,155,NA,"A1","23 ELY AVENUE"," ",10312," 1 "," -   "," 1 "," 4,551 "," 1,768 ",1965,1,"A1"," $660,000 ","8/18/16",660000,1768,4551
"57",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6249,239,NA,"A2","116 NORTH PINE TERRACE"," ",10312," 1 "," -   "," 1 "," 4,000 "," 2,008 ",1965,1,"A2"," $550,000 ","6/14/16",550000,2008,4000
"58",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6249,414,NA,"A2","924 ANNADALE ROAD"," ",10312," 1 "," -   "," 1 "," 4,879 "," 2,088 ",1965,1,"A2"," $-   ","9/28/16",NA,2088,4879
"59",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6249,516,NA,"A5","24 EAST TENAFLY AVENUE"," ",10312," 1 "," -   "," 1 "," 3,900 "," 1,834 ",1975,1,"A5"," $510,000 ","12/5/16",510000,1834,3900
"60",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6249,518,NA,"A1","20 EAST TENAFLY AVENUE"," ",10312," 1 "," -   "," 1 "," 3,854 "," 1,638 ",1975,1,"A1"," $470,000 ","8/29/16",470000,1638,3854
"61",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6249,635,NA,"A3","23 TENAFLY PLACE"," ",10312," 1 "," -   "," 1 "," 5,516 "," 3,508 ",2014,1,"A3"," $-   ","6/4/16",NA,3508,5516
"62",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6249,700,NA,"A1","77 BENNETT AVENUE"," ",10312," 1 "," -   "," 1 "," 8,322 "," 2,144 ",1986,1,"A1"," $950,000 ","5/4/16",950000,2144,8322
"63",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6251,14,NA,"A1","76 DOWNES AVENUE"," ",10312," 1 "," -   "," 1 "," 4,000 "," 1,966 ",1974,1,"A1"," $-   ","5/26/16",NA,1966,4000
"64",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6251,75,NA,"A5","97 BENNETT AVENUE"," ",10312," 1 "," -   "," 1 "," 3,135 "," 1,344 ",1970,1,"A5"," $-   ","9/20/16",NA,1344,3135
"65",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6251,80,NA,"A5","109 BENNETT AVENUE"," ",10312," 1 "," -   "," 1 "," 3,283 "," 1,344 ",1970,1,"A5"," $-   ","8/19/16",NA,1344,3283
"66",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6254,99,NA,"A1","75 SOUTH RAILROAD ST"," ",10312," 1 "," -   "," 1 "," 2,960 "," 1,362 ",1993,1,"A1"," $95,000 ","5/12/16",95000,1362,2960
"67",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6257,90,NA,"A2","10 BURCHARD COURT"," ",10312," 1 "," -   "," 1 "," 6,138 "," 1,086 ",1955,1,"A2"," $390,000 ","8/23/16",390000,1086,6138
"68",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6261,11,NA,"A2","249 EDGEGROVE AVENUE"," ",10312," 1 "," -   "," 1 "," 4,000 "," 720 ",1945,1,"A2"," $459,000 ","10/20/16",459000,720,4000
"69",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6261,19,NA,"A0","230 IONIA AVENUE"," ",10312," 1 "," -   "," 1 "," 8,000 "," 1,600 ",1960,1,"A0"," $-   ","12/6/16",NA,1600,8000
"70",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6268,5,NA,"A1","286 STAFFORD AVENUE"," ",10312," 1 "," -   "," 1 "," 4,000 "," 2,002 ",1970,1,"A1"," $700,000 ","11/10/16",7e+05,2002,4000
"71",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6268,68,NA,"A2","227 SINCLAIR AVENUE"," ",10312," 1 "," -   "," 1 "," 4,200 "," 1,884 ",1965,1,"A2"," $630,000 ","8/9/16",630000,1884,4200
"72",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6268,68,NA,"A2","227 SINCLAIR AVENUE"," ",10312," 1 "," -   "," 1 "," 4,200 "," 1,884 ",1965,1,"A2"," $375,975 ","4/6/16",375975,1884,4200
"73",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6270,43,NA,"A2","255 VINELAND AVENUE"," ",10312," 1 "," -   "," 1 "," 6,000 "," 2,450 ",1975,1,"A2"," $700,000 ","3/22/16",7e+05,2450,6000
"74",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6271,28,NA,"A3","291 CROWN AVENUE"," ",10312," 1 "," -   "," 1 "," 12,000 "," 4,040 ",1985,1,"A3"," $980,000 ","1/17/17",980000,4040,12000
"75",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6272,10,NA,"A1","30 CANTON AVENUE"," ",10312," 1 "," -   "," 1 "," 6,084 "," 2,184 ",1975,1,"A1"," $730,000 ","8/1/16",730000,2184,6084
"76",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    "," ",6272,28,NA," ","11 HOLCOMB AVENUE"," ",10312," -   "," -   "," -   "," -   "," -   ",0,1,"A2"," $590,000 ","11/28/16",590000,NA,NA
"77",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6273,22,NA,"A1","16 HOLCOMB AVENUE"," ",10312," 1 "," -   "," 1 "," 4,000 "," 1,690 ",1945,1,"A1"," $435,000 ","8/4/16",435000,1690,4000
"78",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6273,33,NA,"A3","345 CROWN AVENUE"," ",10312," 1 "," -   "," 1 "," 8,900 "," 2,800 ",2015,1,"A3"," $495,000 ","12/1/16",495000,2800,8900
"79",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6278,1,NA,"A2","275 EDGEGROVE AVENUE"," ",10312," 1 "," -   "," 1 "," 4,900 "," 2,558 ",1955,1,"A2"," $-   ","2/2/16",NA,2558,4900
"80",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6278,88,NA,"A5","286 IONIA AVENUE"," ",10312," 1 "," -   "," 1 "," 3,000 "," 1,080 ",1986,1,"A5"," $375,000 ","11/4/16",375000,1080,3000
"81",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6279,166,NA,"A1","164 NORTH RAILROAD ST"," ",10312," 1 "," -   "," 1 "," 4,000 "," 2,138 ",1975,1,"A1"," $-   ","9/28/16",NA,2138,4000
"82",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6280,20,NA,"A1","396 EDGEGROVE AVENUE"," ",10312," 1 "," -   "," 1 "," 8,400 "," 3,600 ",1986,1,"A1"," $780,000 ","10/31/16",780000,3600,8400
"83",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6297,19,NA,"A1","442 LAMONT AVENUE"," ",10312," 1 "," -   "," 1 "," 8,000 "," 2,148 ",1970,1,"A1"," $10 ","7/28/16",10,2148,8000
"84",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6298,32,NA,"A2","190 HEENAN AVENUE"," ",10312," 1 "," -   "," 1 "," 4,000 "," 1,932 ",1975,1,"A2"," $-   ","6/9/16",NA,1932,4000
"85",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6299,66,NA,"A2","131 RAMONA AVENUE"," ",10312," 1 "," -   "," 1 "," 6,000 "," 1,949 ",1974,1,"A2"," $635,000 ","8/24/16",635000,1949,6000
"86",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6300,63,NA,"A1","441 RATHBUN AVENUE"," ",10312," 1 "," -   "," 1 "," 4,000 "," 2,083 ",1970,1,"A1"," $675,000 ","9/20/16",675000,2083,4000
"87",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6303,74,NA,"A2","131 DELMAR AVENUE"," ",10312," 1 "," -   "," 1 "," 4,000 "," 1,512 ",1980,1,"A2"," $525,000 ","2/16/16",525000,1512,4000
"88",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6304,39,NA,"A0","32 HEENAN AVENUE"," ",10312," 1 "," -   "," 1 "," 6,000 "," 1,461 ",1950,1,"A0"," $-   ","4/15/16",NA,1461,6000
"89",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6305,79,NA,"A3","30 CROWN PLACE"," ",10312," 1 "," -   "," 1 "," 10,296 "," 4,850 ",1984,1,"A3"," $-   ","3/18/16",NA,4850,10296
"90",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6320,1,NA,"A2","184 ALBEE AVENUE"," ",10312," 1 "," -   "," 1 "," 8,000 "," 1,332 ",1965,1,"A2"," $662,500 ","9/23/16",662500,1332,8000
"91",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6320,12,NA,"A2","115 DOWNES AVENUE"," ",10312," 1 "," -   "," 1 "," 8,000 "," 936 ",1950,1,"A2"," $880,000 ","9/27/16",880000,936,8000
"92",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6320,20,NA,"A2","129 DOWNES AVENUE"," ",10312," 1 "," -   "," 1 "," 4,000 "," 1,125 ",1965,1,"A2"," $480,000 ","2/16/16",480000,1125,4000
"93",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6321,11,NA,"A1","11 ALVINE AVENUE"," ",10312," 1 "," -   "," 1 "," 7,250 "," 3,040 ",2004,1,"A1"," $1 ","5/23/16",1,3040,7250
"94",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6349,38,NA,"A1","115 BENNETT PLACE"," ",10312," 1 "," -   "," 1 "," 9,960 "," 5,400 ",1985,1,"A1"," $1,125,000 ","9/9/16",1125000,5400,9960
"95",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6352,17,NA,"A1","472 HOLDRIDGE AVENUE"," ",10312," 1 "," -   "," 1 "," 6,000 "," 3,178 ",1985,1,"A1"," $800,000 ","11/8/16",8e+05,3178,6000
"96",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6354,36,NA,"A2","673 BARCLAY AVENUE"," ",10312," 1 "," -   "," 1 "," 4,000 "," 1,120 ",1930,1,"A2"," $439,000 ","6/13/16",439000,1120,4000
"97",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6356,75,NA,"A1","4715 HYLAN BOULEVARD"," ",10312," 1 "," -   "," 1 "," 3,911 "," 2,600 ",1995,1,"A1"," $-   ","4/20/16",NA,2600,3911
"98",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6357,40,NA,"A1","24 BENNETT PLACE"," ",10312," 1 "," -   "," 1 "," 12,000 "," 5,928 ",1985,1,"A1"," $1,175,000 ","4/5/16",1175000,5928,12000
"99",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6360,54,NA,"A1","50 RYAN PLACE"," ",10312," 1 "," -   "," 1 "," 6,000 "," 2,013 ",1984,1,"A1"," $630,000 ","6/20/16",630000,2013,6000
"100",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6367,3,NA,"A1","283 HOLDRIDGE AVENUE"," ",10312," 1 "," -   "," 1 "," 4,120 "," 2,275 ",1975,1,"A1"," $-   ","5/25/16",NA,2275,4120
"101",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6367,40,NA,"A1","291 SHIRLEY AVENUE"," ",10312," 1 "," -   "," 1 "," 4,000 "," 2,070 ",1979,1,"A1"," $577,500 ","5/31/16",577500,2070,4000
"102",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6368,21,NA,"A1","64 JANSEN STREET"," ",10312," 1 "," -   "," 1 "," 6,000 "," 1,820 ",1975,1,"A1"," $614,250 ","2/17/16",614250,1820,6000
"103",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6370,12,NA,"A1","158 WEAVER STREET"," ",10312," 1 "," -   "," 1 "," 6,000 "," 2,600 ",1975,1,"A1"," $740,000 ","10/24/16",740000,2600,6000
"104",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6370,38,NA,"A1","272 HOLDRIDGE AVENUE"," ",10312," 1 "," -   "," 1 "," 6,825 "," 2,672 ",1975,1,"A1"," $890,000 ","10/25/16",890000,2672,6825
"105",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6371,32,NA,"A1","118 JANSEN STREET"," ",10312," 1 "," -   "," 1 "," 4,000 "," 2,208 ",1970,1,"A1"," $10 ","12/9/16",10,2208,4000
"106",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6371,34,NA,"A1","114 JANSEN STREET"," ",10312," 1 "," -   "," 1 "," 6,000 "," 3,691 ",1970,1,"A1"," $-   ","5/25/16",NA,3691,6000
"107",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6373,38,NA,"A5","6 WINSLOW PLACE"," ",10312," 1 "," 1 "," 1 "," 7,301 "," 2,058 ",2015,1,"A5"," $651,680 ","7/28/16",651680,2058,7301
"108",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6373,40,NA,"A5","10 WINSLOW PLACE"," ",10312," 1 "," -   "," 1 "," 3,442 "," 2,058 ",2015,1,"A5"," $646,588 ","7/5/16",646588,2058,3442
"109",5,"ANNADALE","01 ONE FAMILY DWELLINGS                    ","1",6373,41,NA,"A5","12 WINSLOW PLACE"," ",10312," 1 "," -   "," 1 "," 3,442 "," 2,058 ",2015,1,"A5"," $692,410 ","11/30/16",692410,2058,3442
